TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC	LEVENSHTEIN	DATE
secrétaires	O	_	_	_	_	_	_	_	_		
du	O	_	_	_	_	_	_	_	ENDOFLINE		
consulat	O	_	_	_	_	_	_	_	_		
d	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
Allemagne	B-LOC	_	_	_	_	_	_	_	_		
à	O	_	_	_	_	_	_	_	_		
Schaffhouse	B-LOC	_	_	_	_	_	_	_	_		
vient	O	_	_	_	_	_	_	_	ENDOFLINE		
d	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
être	O	_	_	_	_	_	_	_	_		
condamné	O	_	_	_	_	_	_	_	_		
à	O	_	_	_	_	_	_	_	_		
35,000	O	_	_	_	_	_	_	_	_		
francs	O	_	_	_	_	_	_	_	_		
d	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
amende	O	_	_	_	_	_	_	_	ENDOFLINE		
pour	O	_	_	_	_	_	_	_	_		
s	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
être	O	_	_	_	_	_	_	_	_		
livré	O	_	_	_	_	_	_	_	_		
à	O	_	_	_	_	_	_	_	_		
la	O	_	_	_	_	_	_	_	_		
contrebande	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFSENTENCE		
Il	O	_	_	_	_	_	_	_	_		
a	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
en	O	_	_	_	_	_	_	_	ENDOFLINE		
outre	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
été	O	_	_	_	_	_	_	_	_		
expulsé	O	_	_	_	_	_	_	_	_		
du	O	_	_	_	_	_	_	_	_		
pays	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFLINE|ENDOFSENTENCE		
C	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
est	O	_	_	_	_	_	_	_	_		
le	O	_	_	_	_	_	_	_	_		
troisième	O	_	_	_	_	_	_	_	_		
fonctionnaire	O	_	_	_	_	_	_	_	_		
allemand	O	_	_	_	_	_	_	_	ENDOFLINE		
détaché	O	_	_	_	_	_	_	_	_		
à	O	_	_	_	_	_	_	_	_		
ce	O	_	_	_	_	_	_	_	_		
consulat	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
créé	O	_	_	_	_	_	_	_	_		
depuis	O	_	_	_	_	_	_	_	_		
neuf	O	_	_	_	_	_	_	_	_		
mois	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	ENDOFLINE		
qui	O	_	_	_	_	_	_	_	_		
se	O	_	_	_	_	_	_	_	_		
trouve	O	_	_	_	_	_	_	_	_		
inculpé	O	_	_	_	_	_	_	_	_		
dans	O	_	_	_	_	_	_	_	_		
des	O	_	_	_	_	_	_	_	_		
affaires	O	_	_	_	_	_	_	_	_		
d	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	ENDOFLINE|NOSPACEAFTER		
espionnage	O	_	_	_	_	_	_	_	_		
ou	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	_		
contrebande	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFSENTENCE		
Les	O	_	_	_	_	_	_	_	_		
deux	O	_	_	_	_	_	_	_	ENDOFLINE		
personnes	O	_	_	_	_	_	_	_	_		
arrêtées	O	_	_	_	_	_	_	_	_		
antérieurement	O	_	_	_	_	_	_	_	_		
étaient	O	_	_	_	_	_	_	_	_		
des	O	_	_	_	_	_	_	_	ENDOFLINE		
consuls	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFLINE|ENDOFSENTENCE		
BERNE	B-LOC	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFSENTENCE		
—	O	_	_	_	_	_	_	_	_		
L	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
honorable	O	_	_	_	_	_	_	_	_		
corporation	O	_	_	_	_	_	_	_	_		
des	O	_	_	_	_	_	_	_	ENDOFLINE		
lessiveuses	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	_		
la	O	_	_	_	_	_	_	_	_		
ville	O	_	_	_	_	_	_	_	_		
fédérale	O	_	_	_	_	_	_	_	_		
a	O	_	_	_	_	_	_	_	_		
décidé	O	_	_	_	_	_	_	_	_		
d	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	ENDOFLINE|NOSPACEAFTER		
augmenter	O	_	_	_	_	_	_	_	_		
son	O	_	_	_	_	_	_	_	_		
tarif	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFSENTENCE		
Ces	O	_	_	_	_	_	_	_	_		
dames	O	_	_	_	_	_	_	_	_		
demandent	O	_	_	_	_	_	_	_	_		
maintenant	O	_	_	_	_	_	_	_	ENDOFLINE		
huit	O	_	_	_	_	_	_	_	_		
francs	O	_	_	_	_	_	_	_	_		
par	O	_	_	_	_	_	_	_	_		
journée	O	_	_	_	_	_	_	_	_		
sans	O	_	_	_	_	_	_	_	_		
la	O	_	_	_	_	_	_	_	_		
nourriture	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
et	O	_	_	_	_	_	_	_	ENDOFLINE		
six	O	_	_	_	_	_	_	_	_		
francs	O	_	_	_	_	_	_	_	_		
avec	O	_	_	_	_	_	_	_	_		
la	O	_	_	_	_	_	_	_	_		
nourriture	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFSENTENCE		
C	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
est	O	_	_	_	_	_	_	_	_		
la	O	_	_	_	_	_	_	_	_		
guerre	O	_	_	_	_	_	_	_	_		
!	O	_	_	_	_	_	_	_	ENDOFLINE|ENDOFSENTENCE		
VALAIS	B-LOC	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFSENTENCE		
—	O	_	_	_	_	_	_	_	_		
Une	O	_	_	_	_	_	_	_	_		
terrible	O	_	_	_	_	_	_	_	_		
bagarre	O	_	_	_	_	_	_	_	_		
s	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
est	O	_	_	_	_	_	_	_	ENDOFLINE		
produite	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
dans	O	_	_	_	_	_	_	_	_		
la	O	_	_	_	_	_	_	_	_		
journée	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	_		
samedi	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
sur	O	_	_	_	_	_	_	_	_		
la	O	_	_	_	_	_	_	_	_		
place	B-LOC	_	_	_	_	_	_	_	ENDOFLINE		
de	I-LOC	_	_	_	_	_	_	_	_		
Monthey	B-LOC	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFSENTENCE		
Les	O	_	_	_	_	_	_	_	_		
quatre	O	_	_	_	_	_	_	_	_		
frères	O	_	_	_	_	_	_	_	_		
Comte	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	ENDOFLINE		
chiffonniers	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
se	O	_	_	_	_	_	_	_	_		
sont	O	_	_	_	_	_	_	_	_		
battus	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
sous	O	_	_	_	_	_	_	_	_		
l	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
influence	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	_		
la	O	_	_	_	_	_	_	_	ENDOFLINE		
boisson	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
à	O	_	_	_	_	_	_	_	_		
coups	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	_		
couteaux	O	_	_	_	_	_	_	_	_		
et	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	_		
barres	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	ENDOFLINE		
fer	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFSENTENCE		
L	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
un	O	_	_	_	_	_	_	_	_		
d	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
eux	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
grièvement	O	_	_	_	_	_	_	_	_		
blessé	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
a	O	_	_	_	_	_	_	_	_		
dû	O	_	_	_	_	_	_	_	_		
être	O	_	_	_	_	_	_	_	ENDOFLINE		
transporté	O	_	_	_	_	_	_	_	_		
à	O	_	_	_	_	_	_	_	_		
l	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
infirmerie	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFSENTENCE		
Deux	O	_	_	_	_	_	_	_	_		
autres	O	_	_	_	_	_	_	_	_		
ont	O	_	_	_	_	_	_	_	_		
été	O	_	_	_	_	_	_	_	ENDOFLINE		
arrêtés	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFSENTENCE		
La	O	_	_	_	_	_	_	_	_		
population	O	_	_	_	_	_	_	_	_		
a	O	_	_	_	_	_	_	_	_		
été	O	_	_	_	_	_	_	_	_		
obligée	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	_		
prêter	O	_	_	_	_	_	_	_	ENDOFLINE		
main	O	_	_	_	_	_	_	_	NOSPACEAFTER		
-	O	_	_	_	_	_	_	_	NOSPACEAFTER		
forte	O	_	_	_	_	_	_	_	_		
à	O	_	_	_	_	_	_	_	_		
la	O	_	_	_	_	_	_	_	_		
police	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFSENTENCE		
""""	O	_	_	_	_	_	_	_	ENDOFLINE		
FRIBOURG	B-LOC	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFSENTENCE		
—	O	_	_	_	_	_	_	_	_		
Le	O	_	_	_	_	_	_	_	_		
marché	O	_	_	_	_	_	_	_	NOSPACEAFTER		
-	O	_	_	_	_	_	_	_	NOSPACEAFTER		
concours	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	ENDOFLINE		
taureaux	O	_	_	_	_	_	_	_	_		
qui	O	_	_	_	_	_	_	_	_		
s	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
est	O	_	_	_	_	_	_	_	_		
ouvert	O	_	_	_	_	_	_	_	_		
mercredi	O	_	_	_	_	_	_	_	_		
dans	O	_	_	_	_	_	_	_	_		
les	O	_	_	_	_	_	_	_	_		
étables	O	_	_	_	_	_	_	_	ENDOFLINE		
du	O	_	_	_	_	_	_	_	_		
Tirage	B-LOC	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
à	O	_	_	_	_	_	_	_	_		
Bulle	B-LOC	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
a	O	_	_	_	_	_	_	_	_		
revêtu	O	_	_	_	_	_	_	_	_		
dès	O	_	_	_	_	_	_	_	_		
le	O	_	_	_	_	_	_	_	_		
matin	O	_	_	_	_	_	_	_	_		
une	O	_	_	_	_	_	_	_	ENDOFLINE		
animation	O	_	_	_	_	_	_	_	_		
extraordinaire	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFSENTENCE		
Les	O	_	_	_	_	_	_	_	_		
transactions	O	_	_	_	_	_	_	_	_		
ont	O	_	_	_	_	_	_	_	ENDOFLINE		
commencé	O	_	_	_	_	_	_	_	_		
dès	O	_	_	_	_	_	_	_	_		
l	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
arrivée	O	_	_	_	_	_	_	_	_		
des	O	_	_	_	_	_	_	_	_		
premiers	O	_	_	_	_	_	_	_	_		
taureaux	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFLINE|ENDOFSENTENCE		
La	O	_	_	_	_	_	_	_	_		
journée	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	_		
jeudi	O	_	_	_	_	_	_	_	_		
a	O	_	_	_	_	_	_	_	_		
été	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
dit	O	_	_	_	_	_	_	_	_		
la	O	_	_	_	_	_	_	_	_		
«	O	_	_	_	_	_	_	_	_		
Liberté	O	_	_	_	_	_	_	_	_		
»	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	ENDOFLINE		
d	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
une	O	_	_	_	_	_	_	_	_		
importance	O	_	_	_	_	_	_	_	_		
sans	O	_	_	_	_	_	_	_	_		
égale	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
et	O	_	_	_	_	_	_	_	_		
par	O	_	_	_	_	_	_	_	_		
le	O	_	_	_	_	_	_	_	ENDOFLINE		
nombre	O	_	_	_	_	_	_	_	_		
des	O	_	_	_	_	_	_	_	_		
visiteurs	O	_	_	_	_	_	_	_	_		
et	O	_	_	_	_	_	_	_	_		
par	O	_	_	_	_	_	_	_	_		
le	O	_	_	_	_	_	_	_	_		
chiffre	O	_	_	_	_	_	_	_	_		
des	O	_	_	_	_	_	_	_	ENDOFLINE		
transactions	O	_	_	_	_	_	_	_	_		
effectuées	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFSENTENCE		
Il	O	_	_	_	_	_	_	_	_		
a	O	_	_	_	_	_	_	_	_		
été	O	_	_	_	_	_	_	_	_		
primé	O	_	_	_	_	_	_	_	_		
242	O	_	_	_	_	_	_	_	_		
taureaux	O	_	_	_	_	_	_	_	ENDOFLINE		
sur	O	_	_	_	_	_	_	_	_		
362	O	_	_	_	_	_	_	_	_		
qui	O	_	_	_	_	_	_	_	_		
étaient	O	_	_	_	_	_	_	_	_		
présentés	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFSENTENCE		
Jeudi	O	_	_	_	_	_	_	_	_		
soir	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
120	O	_	_	_	_	_	_	_	ENDOFLINE		
ventes	O	_	_	_	_	_	_	_	_		
étaient	O	_	_	_	_	_	_	_	_		
enregistrées	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
et	O	_	_	_	_	_	_	_	_		
le	O	_	_	_	_	_	_	_	_		
chiffre	O	_	_	_	_	_	_	_	ENDOFLINE		
d	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
achats	O	_	_	_	_	_	_	_	_		
s	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
élevait	O	_	_	_	_	_	_	_	_		
à	O	_	_	_	_	_	_	_	_		
200,000	O	_	_	_	_	_	_	_	_		
francs	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFSENTENCE		
Une	O	_	_	_	_	_	_	_	_		
vingtaine	O	_	_	_	_	_	_	_	ENDOFLINE		
de	O	_	_	_	_	_	_	_	_		
taureaux	O	_	_	_	_	_	_	_	_		
se	O	_	_	_	_	_	_	_	_		
sont	O	_	_	_	_	_	_	_	_		
payés	O	_	_	_	_	_	_	_	_		
plus	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	_		
3000	O	_	_	_	_	_	_	_	_		
francs	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFLINE|ENDOFSENTENCE		
Le	O	_	_	_	_	_	_	_	_		
taurillon	O	_	_	_	_	_	_	_	_		
<	O	_	_	_	_	_	_	_	_		
Castor	B-LOC	_	_	_	_	_	_	_	_		
_	O	_	_	_	_	_	_	_	NOSPACEAFTER		
_	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
à	O	_	_	_	_	_	_	_	_		
Mme	B-PERS	_	_	_	_	_	_	_	_		
veuve	I-PERS	_	_	_	_	_	_	_	_		
Gremaud	I-PERS	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	ENDOFLINE		
Riaz	B-LOC	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
a	O	_	_	_	_	_	_	_	_		
été	O	_	_	_	_	_	_	_	_		
acheté	O	_	_	_	_	_	_	_	_		
pour	O	_	_	_	_	_	_	_	_		
le	O	_	_	_	_	_	_	_	_		
prix	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	_		
7000	O	_	_	_	_	_	_	_	_		
francs	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFLINE|ENDOFSENTENCE		
La	O	_	_	_	_	_	_	_	_		
commission	O	_	_	_	_	_	_	_	_		
italienne	O	_	_	_	_	_	_	_	_		
a	O	_	_	_	_	_	_	_	_		
acheté	O	_	_	_	_	_	_	_	_		
12	O	_	_	_	_	_	_	_	ENDOFLINE		
taureaux	O	_	_	_	_	_	_	_	_		
;	O	_	_	_	_	_	_	_	_		
celle	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	_		
Hongrie	B-LOC	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
une	O	_	_	_	_	_	_	_	_		
vingtaine	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
et	O	_	_	_	_	_	_	_	_		
la	O	_	_	_	_	_	_	_	ENDOFLINE		
commission	O	_	_	_	_	_	_	_	_		
suisse	O	_	_	_	_	_	_	_	_		
d	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
exportation	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
30	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFSENTENCE		
Plusieurs	O	_	_	_	_	_	_	_	ENDOFLINE		
éleveurs	O	_	_	_	_	_	_	_	_		
et	O	_	_	_	_	_	_	_	_		
syndicats	O	_	_	_	_	_	_	_	_		
vaudois	O	_	_	_	_	_	_	_	_		
et	O	_	_	_	_	_	_	_	_		
genevois	O	_	_	_	_	_	_	_	_		
ont	O	_	_	_	_	_	_	_	ENDOFLINE		
également	O	_	_	_	_	_	_	_	_		
fait	O	_	_	_	_	_	_	_	_		
des	O	_	_	_	_	_	_	_	_		
acquisitions	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFLINE|ENDOFSENTENCE		
—	O	_	_	_	_	_	_	_	_		
H	O	_	_	_	_	_	_	_	_		
vient	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	_		
se	O	_	_	_	_	_	_	_	_		
fonder	O	_	_	_	_	_	_	_	_		
sur	O	_	_	_	_	_	_	_	_		
l	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
initiative	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	_		
M	B-PERS	_	_	_	_	_	_	_	NOSPACEAFTER		
.	I-PERS	_	_	_	_	_	_	_	ENDOFLINE		
Musy	I-PERS	_	_	_	_	_	_	_	NOSPACEAFTER		
,	I-PERS	_	_	_	_	_	_	_	_		
conseiller	I-PERS	_	_	_	_	_	_	_	_		
d	I-PERS	_	_	_	_	_	_	_	NOSPACEAFTER		
'	I-PERS	_	_	_	_	_	_	_	NOSPACEAFTER		
Etat	I-PERS	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
une	O	_	_	_	_	_	_	_	_		
ligue	O	_	_	_	_	_	_	_	_		
pour	O	_	_	_	_	_	_	_	_		
la	O	_	_	_	_	_	_	_	ENDOFLINE		
conservation	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	_		
la	O	_	_	_	_	_	_	_	_		
terre	O	_	_	_	_	_	_	_	_		
fribourgeoise	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
dont	O	_	_	_	_	_	_	_	_		
le	O	_	_	_	_	_	_	_	_		
but	O	_	_	_	_	_	_	_	ENDOFLINE		
est	O	_	_	_	_	_	_	_	_		
d	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
empêcher	O	_	_	_	_	_	_	_	_		
le	O	_	_	_	_	_	_	_	_		
sol	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	_		
passer	O	_	_	_	_	_	_	_	_		
en	O	_	_	_	_	_	_	_	_		
mains	O	_	_	_	_	_	_	_	ENDOFLINE		
étrangères	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFLINE|ENDOFSENTENCE		
GENÈVE	B-LOC	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFSENTENCE		
—	O	_	_	_	_	_	_	_	_		
Dans	O	_	_	_	_	_	_	_	_		
les	O	_	_	_	_	_	_	_	_		
élections	O	_	_	_	_	_	_	_	_		
pour	O	_	_	_	_	_	_	_	_		
un	O	_	_	_	_	_	_	_	ENDOFLINE		
conseiller	O	_	_	_	_	_	_	_	_		
aux	O	_	_	_	_	_	_	_	_		
Etats	O	_	_	_	_	_	_	_	_		
en	O	_	_	_	_	_	_	_	_		
remplacement	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	_		
M	B-PERS	_	_	_	_	_	_	_	NOSPACEAFTER		
.	I-PERS	_	_	_	_	_	_	_	_		
Ad	I-PERS	_	_	_	_	_	_	_	NOSPACEAFTER		
.	I-PERS	_	_	_	_	_	_	_	ENDOFLINE|ENDOFSENTENCE		
Lachenal	I-PERS	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
M	B-PERS	_	_	_	_	_	_	_	NOSPACEAFTER		
.	I-PERS	_	_	_	_	_	_	_	_		
Henri	I-PERS	_	_	_	_	_	_	_	_		
Fazy	I-PERS	_	_	_	_	_	_	_	NOSPACEAFTER		
,	I-PERS	_	_	_	_	_	_	_	_		
président	I-PERS	_	_	_	_	_	_	_	_		
du	I-PERS	_	_	_	_	_	_	_	_		
Conseil	I-PERS	_	_	_	_	_	_	_	ENDOFLINE		
d	I-PERS	_	_	_	_	_	_	_	NOSPACEAFTER		
'	I-PERS	_	_	_	_	_	_	_	NOSPACEAFTER		
Etat	I-PERS	_	_	_	_	_	_	_	_		
genevois	I-PERS	_	_	_	_	_	_	_	_		
a	O	_	_	_	_	_	_	_	_		
été	O	_	_	_	_	_	_	_	_		
élu	O	_	_	_	_	_	_	_	_		
par	O	_	_	_	_	_	_	_	_		
6225	O	_	_	_	_	_	_	_	_		
voix	O	_	_	_	_	_	_	_	_		
contre	O	_	_	_	_	_	_	_	ENDOFLINE		
3762	O	_	_	_	_	_	_	_	_		
à	O	_	_	_	_	_	_	_	_		
M	B-PERS	_	_	_	_	_	_	_	NOSPACEAFTER		
.	I-PERS	_	_	_	_	_	_	_	_		
Willemin	I-PERS	_	_	_	_	_	_	_	NOSPACEAFTER		
,	I-PERS	_	_	_	_	_	_	_	_		
jeune	I-PERS	_	_	_	_	_	_	_	_		
radical	I-PERS	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
soit	O	_	_	_	_	_	_	_	_		
à	O	_	_	_	_	_	_	_	_		
une	O	_	_	_	_	_	_	_	ENDOFLINE		
majorité	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	_		
2463	O	_	_	_	_	_	_	_	_		
voix	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFSENTENCE		
H	O	_	_	_	_	_	_	_	_		
y	O	_	_	_	_	_	_	_	_		
a	O	_	_	_	_	_	_	_	_		
eu	O	_	_	_	_	_	_	_	_		
le	O	_	_	_	_	_	_	_	_		
50	O	_	_	_	_	_	_	_	_		
%	O	_	_	_	_	_	_	_	_		
d	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	ENDOFLINE|NOSPACEAFTER		
abstentions	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFLINE|ENDOFSENTENCE		
—	O	_	_	_	_	_	_	_	_		
La	O	_	_	_	_	_	_	_	_		
police	O	_	_	_	_	_	_	_	_		
a	O	_	_	_	_	_	_	_	_		
arrêté	O	_	_	_	_	_	_	_	_		
deux	O	_	_	_	_	_	_	_	_		
cambrioleurs	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	ENDOFLINE		
grande	O	_	_	_	_	_	_	_	_		
envergure	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
un	O	_	_	_	_	_	_	_	_		
réfractaire	O	_	_	_	_	_	_	_	_		
turc	O	_	_	_	_	_	_	_	_		
nommé	O	_	_	_	_	_	_	_	ENDOFLINE		
Seni	B-LOC	_	_	_	_	_	_	_	_		
et	O	_	_	_	_	_	_	_	_		
un	O	_	_	_	_	_	_	_	_		
déserteur	O	_	_	_	_	_	_	_	_		
français	O	_	_	_	_	_	_	_	_		
nommé	O	_	_	_	_	_	_	_	ENDOFLINE		
Pétermann	B-PERS	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
que	O	_	_	_	_	_	_	_	_		
